1928-06-25;06/1928;1928;[1920, 1930[
1928-06-29;06/1928;1928;[1920, 1930[
1928-06-30;06/1928;1928;[1920, 1930[
1928-07-02;07/1928;1928;[1920, 1930[
1928-07-04;07/1928;1928;[1920, 1930[
1928-07-05;07/1928;1928;[1920, 1930[
1928-07-06;07/1928;1928;[1920, 1930[
1928-07-07;07/1928;1928;[1920, 1930[
1928-07-08;07/1928;1928;[1920, 1930[
1928-07-09;07/1928;1928;[1920, 1930[
1928-07-10;07/1928;1928;[1920, 1930[
1928-07-11;07/1928;1928;[1920, 1930[
1928-07-12;07/1928;1928;[1920, 1930[
1928-07-13;07/1928;1928;[1920, 1930[
1928-07-14;07/1928;1928;[1920, 1930[
1928-07-18;07/1928;1928;[1920, 1930[
1929-06-29;06/1929;1929;[1920, 1930[
1929-06-30;06/1929;1929;[1920, 1930[
1929-07-02;07/1929;1929;[1920, 1930[
1929-07-03;07/1929;1929;[1920, 1930[
1929-07-04;07/1929;1929;[1920, 1930[
1929-07-05;07/1929;1929;[1920, 1930[
1929-07-06;07/1929;1929;[1920, 1930[
1929-07-07;07/1929;1929;[1920, 1930[
1929-07-08;07/1929;1929;[1920, 1930[
1929-07-09;07/1929;1929;[1920, 1930[
1929-07-10;07/1929;1929;[1920, 1930[
1929-07-11;07/1929;1929;[1920, 1930[
1929-07-12;07/1929;1929;[1920, 1930[
1929-07-13;07/1929;1929;[1920, 1930[
1929-07-14;07/1929;1929;[1920, 1930[
1929-07-15;07/1929;1929;[1920, 1930[
1929-07-17;07/1929;1929;[1920, 1930[
1929-07-21;07/1929;1929;[1920, 1930[
1930-06-26;06/1930;1930;[1930, 1940[
1930-06-27;06/1930;1930;[1930, 1940[
1930-06-28;06/1930;1930;[1930, 1940[
1930-06-29;06/1930;1930;[1930, 1940[
1930-06-30;06/1930;1930;[1930, 1940[
1930-07-02;07/1930;1930;[1930, 1940[
1930-07-03;07/1930;1930;[1930, 1940[
1930-07-04;07/1930;1930;[1930, 1940[
1930-07-05;07/1930;1930;[1930, 1940[
1930-07-06;07/1930;1930;[1930, 1940[
1930-07-07;07/1930;1930;[1930, 1940[
1930-07-08;07/1930;1930;[1930, 1940[
1930-07-09;07/1930;1930;[1930, 1940[
1930-07-10;07/1930;1930;[1930, 1940[
1930-07-11;07/1930;1930;[1930, 1940[
1930-07-12;07/1930;1930;[1930, 1940[
1930-07-13;07/1930;1930;[1930, 1940[
1930-07-14;07/1930;1930;[1930, 1940[
1930-07-15;07/1930;1930;[1930, 1940[
1930-07-17;07/1930;1930;[1930, 1940[
1930-07-18;07/1930;1930;[1930, 1940[
1931-06-25;06/1931;1931;[1930, 1940[
1931-06-27;06/1931;1931;[1930, 1940[
1931-06-28;06/1931;1931;[1930, 1940[
1931-06-29;06/1931;1931;[1930, 1940[
1931-06-30;06/1931;1931;[1930, 1940[
1931-07-01;07/1931;1931;[1930, 1940[
1931-07-02;07/1931;1931;[1930, 1940[
1931-07-03;07/1931;1931;[1930, 1940[
1931-07-04;07/1931;1931;[1930, 1940[
1931-07-05;07/1931;1931;[1930, 1940[
1931-07-06;07/1931;1931;[1930, 1940[
1931-07-07;07/1931;1931;[1930, 1940[
1931-07-08;07/1931;1931;[1930, 1940[
1931-07-09;07/1931;1931;[1930, 1940[
1931-07-10;07/1931;1931;[1930, 1940[
1931-07-11;07/1931;1931;[1930, 1940[
1931-07-12;07/1931;1931;[1930, 1940[
1931-07-13;07/1931;1931;[1930, 1940[
1931-07-14;07/1931;1931;[1930, 1940[
1931-07-15;07/1931;1931;[1930, 1940[
1931-07-16;07/1931;1931;[1930, 1940[
1931-07-17;07/1931;1931;[1930, 1940[
1931-07-18;07/1931;1931;[1930, 1940[
1931-07-19;07/1931;1931;[1930, 1940[
1931-07-20;07/1931;1931;[1930, 1940[
1931-07-21;07/1931;1931;[1930, 1940[
1931-07-22;07/1931;1931;[1930, 1940[
1932-06-23;06/1932;1932;[1930, 1940[
1932-06-24;06/1932;1932;[1930, 1940[
1932-06-25;06/1932;1932;[1930, 1940[
1932-06-26;06/1932;1932;[1930, 1940[
1932-06-27;06/1932;1932;[1930, 1940[
1932-06-28;06/1932;1932;[1930, 1940[
1932-06-29;06/1932;1932;[1930, 1940[
1932-06-30;06/1932;1932;[1930, 1940[
1932-07-01;07/1932;1932;[1930, 1940[
1932-07-02;07/1932;1932;[1930, 1940[
1932-07-03;07/1932;1932;[1930, 1940[
1932-07-04;07/1932;1932;[1930, 1940[
1932-07-05;07/1932;1932;[1930, 1940[
1932-07-06;07/1932;1932;[1930, 1940[
1932-07-07;07/1932;1932;[1930, 1940[
1932-07-08;07/1932;1932;[1930, 1940[
1932-07-09;07/1932;1932;[1930, 1940[
1932-07-10;07/1932;1932;[1930, 1940[
1932-07-11;07/1932;1932;[1930, 1940[
1932-07-12;07/1932;1932;[1930, 1940[
1932-07-13;07/1932;1932;[1930, 1940[
1932-07-14;07/1932;1932;[1930, 1940[
1932-07-15;07/1932;1932;[1930, 1940[
1932-07-16;07/1932;1932;[1930, 1940[
1932-07-18;07/1932;1932;[1930, 1940[
1932-07-19;07/1932;1932;[1930, 1940[
1933-06-25;06/1933;1933;[1930, 1940[
1933-06-26;06/1933;1933;[1930, 1940[
1933-06-27;06/1933;1933;[1930, 1940[
1933-06-28;06/1933;1933;[1930, 1940[
1933-06-29;06/1933;1933;[1930, 1940[
1933-06-30;06/1933;1933;[1930, 1940[
1933-07-01;07/1933;1933;[1930, 1940[
1933-07-02;07/1933;1933;[1930, 1940[
1933-07-03;07/1933;1933;[1930, 1940[
1933-07-04;07/1933;1933;[1930, 1940[
1933-07-05;07/1933;1933;[1930, 1940[
1933-07-06;07/1933;1933;[1930, 1940[
1933-07-07;07/1933;1933;[1930, 1940[
1933-07-08;07/1933;1933;[1930, 1940[
1933-07-09;07/1933;1933;[1930, 1940[
1933-07-10;07/1933;1933;[1930, 1940[
1933-07-11;07/1933;1933;[1930, 1940[
1933-07-12;07/1933;1933;[1930, 1940[
1933-07-13;07/1933;1933;[1930, 1940[
1933-07-14;07/1933;1933;[1930, 1940[
1933-07-15;07/1933;1933;[1930, 1940[
1933-07-16;07/1933;1933;[1930, 1940[
1933-07-18;07/1933;1933;[1930, 1940[
1933-07-19;07/1933;1933;[1930, 1940[
1933-07-20;07/1933;1933;[1930, 1940[
1933-07-21;07/1933;1933;[1930, 1940[
1934-06-23;06/1934;1934;[1930, 1940[
1934-06-24;06/1934;1934;[1930, 1940[
1934-06-25;06/1934;1934;[1930, 1940[
1934-06-26;06/1934;1934;[1930, 1940[
1934-06-27;06/1934;1934;[1930, 1940[
1934-06-28;06/1934;1934;[1930, 1940[
1934-06-29;06/1934;1934;[1930, 1940[
1934-06-30;06/1934;1934;[1930, 1940[
1934-07-01;07/1934;1934;[1930, 1940[
1934-07-02;07/1934;1934;[1930, 1940[
1934-07-03;07/1934;1934;[1930, 1940[
1934-07-04;07/1934;1934;[1930, 1940[
1934-07-05;07/1934;1934;[1930, 1940[
1934-07-06;07/1934;1934;[1930, 1940[
1934-07-07;07/1934;1934;[1930, 1940[
1934-07-08;07/1934;1934;[1930, 1940[
1934-07-09;07/1934;1934;[1930, 1940[
1934-07-10;07/1934;1934;[1930, 1940[
1934-07-11;07/1934;1934;[1930, 1940[
1934-07-12;07/1934;1934;[1930, 1940[
1934-07-13;07/1934;1934;[1930, 1940[
1934-07-14;07/1934;1934;[1930, 1940[
1934-07-15;07/1934;1934;[1930, 1940[
1934-07-16;07/1934;1934;[1930, 1940[
1934-07-17;07/1934;1934;[1930, 1940[
1934-07-18;07/1934;1934;[1930, 1940[
1934-07-19;07/1934;1934;[1930, 1940[
1934-07-20;07/1934;1934;[1930, 1940[
1934-07-21;07/1934;1934;[1930, 1940[
1935-06-23;06/1935;1935;[1930, 1940[
1935-06-24;06/1935;1935;[1930, 1940[
1935-06-25;06/1935;1935;[1930, 1940[
1935-06-26;06/1935;1935;[1930, 1940[
1935-06-27;06/1935;1935;[1930, 1940[
1935-06-28;06/1935;1935;[1930, 1940[
1935-06-29;06/1935;1935;[1930, 1940[
1935-06-30;06/1935;1935;[1930, 1940[
1935-07-01;07/1935;1935;[1930, 1940[
1935-07-02;07/1935;1935;[1930, 1940[
1935-07-03;07/1935;1935;[1930, 1940[
1935-07-04;07/1935;1935;[1930, 1940[
1935-07-05;07/1935;1935;[1930, 1940[
1935-07-06;07/1935;1935;[1930, 1940[
1935-07-07;07/1935;1935;[1930, 1940[
1935-07-08;07/1935;1935;[1930, 1940[
1935-07-09;07/1935;1935;[1930, 1940[
1935-07-10;07/1935;1935;[1930, 1940[
1935-07-11;07/1935;1935;[1930, 1940[
1935-07-12;07/1935;1935;[1930, 1940[
1935-07-13;07/1935;1935;[1930, 1940[
1935-07-14;07/1935;1935;[1930, 1940[
1935-07-15;07/1935;1935;[1930, 1940[
1935-07-16;07/1935;1935;[1930, 1940[
1935-07-17;07/1935;1935;[1930, 1940[
1935-07-18;07/1935;1935;[1930, 1940[
1935-07-19;07/1935;1935;[1930, 1940[
1936-06-21;06/1936;1936;[1930, 1940[
1936-06-24;06/1936;1936;[1930, 1940[
1936-06-25;06/1936;1936;[1930, 1940[
1936-06-26;06/1936;1936;[1930, 1940[
1936-06-27;06/1936;1936;[1930, 1940[
1936-06-28;06/1936;1936;[1930, 1940[
1936-06-29;06/1936;1936;[1930, 1940[
1936-06-30;06/1936;1936;[1930, 1940[
1936-07-01;07/1936;1936;[1930, 1940[
1936-07-02;07/1936;1936;[1930, 1940[
1936-07-03;07/1936;1936;[1930, 1940[
1936-07-04;07/1936;1936;[1930, 1940[
1936-07-05;07/1936;1936;[1930, 1940[
1936-07-06;07/1936;1936;[1930, 1940[
1936-07-07;07/1936;1936;[1930, 1940[
1936-07-08;07/1936;1936;[1930, 1940[
1936-07-09;07/1936;1936;[1930, 1940[
1936-07-10;07/1936;1936;[1930, 1940[
1936-07-11;07/1936;1936;[1930, 1940[
1936-07-12;07/1936;1936;[1930, 1940[
1936-07-13;07/1936;1936;[1930, 1940[
1936-07-14;07/1936;1936;[1930, 1940[
1936-07-15;07/1936;1936;[1930, 1940[
1936-07-16;07/1936;1936;[1930, 1940[
1936-07-17;07/1936;1936;[1930, 1940[
1936-07-18;07/1936;1936;[1930, 1940[
1937-06-22;06/1937;1937;[1930, 1940[
1937-06-23;06/1937;1937;[1930, 1940[
1937-06-24;06/1937;1937;[1930, 1940[
1937-06-25;06/1937;1937;[1930, 1940[
1937-06-26;06/1937;1937;[1930, 1940[
1937-06-27;06/1937;1937;[1930, 1940[
1937-06-28;06/1937;1937;[1930, 1940[
1937-06-29;06/1937;1937;[1930, 1940[
1937-06-30;06/1937;1937;[1930, 1940[
1937-07-01;07/1937;1937;[1930, 1940[
1937-07-02;07/1937;1937;[1930, 1940[
1937-07-03;07/1937;1937;[1930, 1940[
1937-07-04;07/1937;1937;[1930, 1940[
1937-07-05;07/1937;1937;[1930, 1940[
1937-07-06;07/1937;1937;[1930, 1940[
1937-07-07;07/1937;1937;[1930, 1940[
1937-07-08;07/1937;1937;[1930, 1940[
1937-07-09;07/1937;1937;[1930, 1940[
1937-07-10;07/1937;1937;[1930, 1940[
1937-07-11;07/1937;1937;[1930, 1940[
1937-07-12;07/1937;1937;[1930, 1940[
1937-07-13;07/1937;1937;[1930, 1940[
1937-07-14;07/1937;1937;[1930, 1940[
1937-07-15;07/1937;1937;[1930, 1940[
1937-07-16;07/1937;1937;[1930, 1940[
1937-07-17;07/1937;1937;[1930, 1940[
1937-07-18;07/1937;1937;[1930, 1940[
1938-06-21;06/1938;1938;[1930, 1940[
1938-06-22;06/1938;1938;[1930, 1940[
1938-06-23;06/1938;1938;[1930, 1940[
1938-06-24;06/1938;1938;[1930, 1940[
1938-06-25;06/1938;1938;[1930, 1940[
1938-06-26;06/1938;1938;[1930, 1940[
1938-06-27;06/1938;1938;[1930, 1940[
1938-06-28;06/1938;1938;[1930, 1940[
1938-06-29;06/1938;1938;[1930, 1940[
1938-06-30;06/1938;1938;[1930, 1940[
1938-07-01;07/1938;1938;[1930, 1940[
1938-07-02;07/1938;1938;[1930, 1940[
1938-07-03;07/1938;1938;[1930, 1940[
1938-07-04;07/1938;1938;[1930, 1940[
1938-07-05;07/1938;1938;[1930, 1940[
1938-07-06;07/1938;1938;[1930, 1940[
1938-07-07;07/1938;1938;[1930, 1940[
1938-07-08;07/1938;1938;[1930, 1940[
1938-07-09;07/1938;1938;[1930, 1940[
1938-07-10;07/1938;1938;[1930, 1940[
1938-07-11;07/1938;1938;[1930, 1940[
1938-07-12;07/1938;1938;[1930, 1940[
1938-07-13;07/1938;1938;[1930, 1940[
1938-07-14;07/1938;1938;[1930, 1940[
1938-07-15;07/1938;1938;[1930, 1940[
1938-07-16;07/1938;1938;[1930, 1940[
1938-07-17;07/1938;1938;[1930, 1940[
1938-07-18;07/1938;1938;[1930, 1940[
1938-07-19;07/1938;1938;[1930, 1940[
1939-06-22;06/1939;1939;[1930, 1940[
1939-06-23;06/1939;1939;[1930, 1940[
1939-06-24;06/1939;1939;[1930, 1940[
1939-06-25;06/1939;1939;[1930, 1940[
1939-06-26;06/1939;1939;[1930, 1940[
1939-06-27;06/1939;1939;[1930, 1940[
1939-06-28;06/1939;1939;[1930, 1940[
1939-06-29;06/1939;1939;[1930, 1940[
1939-06-30;06/1939;1939;[1930, 1940[
1939-07-01;07/1939;1939;[1930, 1940[
1939-07-02;07/1939;1939;[1930, 1940[
1939-07-03;07/1939;1939;[1930, 1940[
1939-07-04;07/1939;1939;[1930, 1940[
1939-07-05;07/1939;1939;[1930, 1940[
1939-07-06;07/1939;1939;[1930, 1940[
1939-07-07;07/1939;1939;[1930, 1940[
1939-07-08;07/1939;1939;[1930, 1940[
1939-07-09;07/1939;1939;[1930, 1940[
1939-07-10;07/1939;1939;[1930, 1940[
1939-07-11;07/1939;1939;[1930, 1940[
1939-07-12;07/1939;1939;[1930, 1940[
1939-07-13;07/1939;1939;[1930, 1940[
1939-07-14;07/1939;1939;[1930, 1940[
1939-07-15;07/1939;1939;[1930, 1940[
1939-07-16;07/1939;1939;[1930, 1940[
1939-07-17;07/1939;1939;[1930, 1940[
1939-07-18;07/1939;1939;[1930, 1940[
1939-07-21;07/1939;1939;[1930, 1940[
1940-06-21;06/1940;1940;[1940, 1950[
1940-06-24;06/1940;1940;[1940, 1950[
1940-06-25;06/1940;1940;[1940, 1950[
1940-06-26;06/1940;1940;[1940, 1950[
1940-06-27;06/1940;1940;[1940, 1950[
1940-06-28;06/1940;1940;[1940, 1950[
1940-06-29;06/1940;1940;[1940, 1950[
1940-06-30;06/1940;1940;[1940, 1950[
