1920-01-02;1920;[1920, 1930[
1920-01-03;1920;[1920, 1930[
1920-01-04;1920;[1920, 1930[
1920-01-05;1920;[1920, 1930[
1920-01-06;1920;[1920, 1930[
1920-01-07;1920;[1920, 1930[
1920-01-08;1920;[1920, 1930[
1920-01-09;1920;[1920, 1930[
1920-01-10;1920;[1920, 1930[
1920-01-11;1920;[1920, 1930[
1920-01-12;1920;[1920, 1930[
1920-01-13;1920;[1920, 1930[
1920-01-14;1920;[1920, 1930[
1920-01-15;1920;[1920, 1930[
1920-01-16;1920;[1920, 1930[
1920-01-17;1920;[1920, 1930[
1920-01-18;1920;[1920, 1930[
1920-01-19;1920;[1920, 1930[
1920-01-20;1920;[1920, 1930[
1920-01-23;1920;[1920, 1930[
1920-01-25;1920;[1920, 1930[
1920-01-26;1920;[1920, 1930[
1920-01-28;1920;[1920, 1930[
1920-01-29;1920;[1920, 1930[
1920-01-30;1920;[1920, 1930[
1920-01-31;1920;[1920, 1930[
1920-02-01;1920;[1920, 1930[
1920-02-02;1920;[1920, 1930[
1920-02-03;1920;[1920, 1930[
1920-02-04;1920;[1920, 1930[
1920-02-06;1920;[1920, 1930[
1920-02-07;1920;[1920, 1930[
1920-02-08;1920;[1920, 1930[
1920-02-09;1920;[1920, 1930[
1920-02-10;1920;[1920, 1930[
1920-02-11;1920;[1920, 1930[
1920-02-12;1920;[1920, 1930[
1920-02-13;1920;[1920, 1930[
1920-02-14;1920;[1920, 1930[
1920-02-15;1920;[1920, 1930[
1920-02-16;1920;[1920, 1930[
1920-02-17;1920;[1920, 1930[
1920-02-18;1920;[1920, 1930[
1920-02-19;1920;[1920, 1930[
1920-02-20;1920;[1920, 1930[
1920-02-21;1920;[1920, 1930[
1920-02-22;1920;[1920, 1930[
1920-02-23;1920;[1920, 1930[
1920-02-24;1920;[1920, 1930[
1920-02-25;1920;[1920, 1930[
1920-02-26;1920;[1920, 1930[
1920-02-27;1920;[1920, 1930[
1920-02-28;1920;[1920, 1930[
1920-03-01;1920;[1920, 1930[
1920-03-02;1920;[1920, 1930[
1920-03-03;1920;[1920, 1930[
1920-03-04;1920;[1920, 1930[
1920-03-06;1920;[1920, 1930[
1920-03-07;1920;[1920, 1930[
1920-03-08;1920;[1920, 1930[
1920-03-09;1920;[1920, 1930[
1920-03-11;1920;[1920, 1930[
1920-03-13;1920;[1920, 1930[
1920-03-14;1920;[1920, 1930[
1920-03-15;1920;[1920, 1930[
1920-03-16;1920;[1920, 1930[
1920-03-20;1920;[1920, 1930[
1920-03-24;1920;[1920, 1930[
1920-03-25;1920;[1920, 1930[
1920-03-26;1920;[1920, 1930[
1920-03-28;1920;[1920, 1930[
1920-03-29;1920;[1920, 1930[
1920-03-30;1920;[1920, 1930[
1920-03-31;1920;[1920, 1930[
1920-04-01;1920;[1920, 1930[
1920-04-02;1920;[1920, 1930[
1920-04-03;1920;[1920, 1930[
1920-04-04;1920;[1920, 1930[
1920-04-05;1920;[1920, 1930[
1920-04-06;1920;[1920, 1930[
1920-04-07;1920;[1920, 1930[
1920-04-08;1920;[1920, 1930[
1920-04-09;1920;[1920, 1930[
1920-04-10;1920;[1920, 1930[
1920-04-11;1920;[1920, 1930[
1920-04-12;1920;[1920, 1930[
1920-04-13;1920;[1920, 1930[
1920-04-14;1920;[1920, 1930[
1920-04-15;1920;[1920, 1930[
1920-04-16;1920;[1920, 1930[
1920-04-17;1920;[1920, 1930[
1920-04-18;1920;[1920, 1930[
1920-04-19;1920;[1920, 1930[
1920-04-20;1920;[1920, 1930[
1920-04-21;1920;[1920, 1930[
1920-04-22;1920;[1920, 1930[
1920-04-23;1920;[1920, 1930[
1920-04-24;1920;[1920, 1930[
1920-04-25;1920;[1920, 1930[
1920-04-27;1920;[1920, 1930[
1920-04-28;1920;[1920, 1930[
1920-04-30;1920;[1920, 1930[
1920-05-01;1920;[1920, 1930[
1920-05-03;1920;[1920, 1930[
1920-05-04;1920;[1920, 1930[
1920-05-05;1920;[1920, 1930[
1920-05-06;1920;[1920, 1930[
1920-05-07;1920;[1920, 1930[
1920-05-08;1920;[1920, 1930[
1920-05-09;1920;[1920, 1930[
1920-05-10;1920;[1920, 1930[
1920-05-11;1920;[1920, 1930[
1920-05-12;1920;[1920, 1930[
1920-05-13;1920;[1920, 1930[
1920-05-14;1920;[1920, 1930[
1920-05-15;1920;[1920, 1930[
1920-05-16;1920;[1920, 1930[
1920-05-18;1920;[1920, 1930[
1920-05-19;1920;[1920, 1930[
1920-05-20;1920;[1920, 1930[
1920-05-21;1920;[1920, 1930[
1920-05-22;1920;[1920, 1930[
1920-05-23;1920;[1920, 1930[
1920-05-25;1920;[1920, 1930[
1920-05-27;1920;[1920, 1930[
1920-05-28;1920;[1920, 1930[
1920-05-29;1920;[1920, 1930[
1920-05-30;1920;[1920, 1930[
1920-05-31;1920;[1920, 1930[
1920-06-01;1920;[1920, 1930[
1920-06-02;1920;[1920, 1930[
1920-06-04;1920;[1920, 1930[
1920-06-05;1920;[1920, 1930[
1920-06-06;1920;[1920, 1930[
1920-06-07;1920;[1920, 1930[
1920-06-08;1920;[1920, 1930[
1920-06-09;1920;[1920, 1930[
1920-06-10;1920;[1920, 1930[
1920-06-11;1920;[1920, 1930[
1920-06-13;1920;[1920, 1930[
1920-06-14;1920;[1920, 1930[
1920-06-15;1920;[1920, 1930[
1920-06-16;1920;[1920, 1930[
1920-06-17;1920;[1920, 1930[
1920-06-18;1920;[1920, 1930[
1920-06-19;1920;[1920, 1930[
1920-06-20;1920;[1920, 1930[
1920-06-21;1920;[1920, 1930[
1920-06-22;1920;[1920, 1930[
1920-06-23;1920;[1920, 1930[
1920-06-24;1920;[1920, 1930[
1920-06-25;1920;[1920, 1930[
1920-06-27;1920;[1920, 1930[
1920-06-28;1920;[1920, 1930[
1920-06-29;1920;[1920, 1930[
1920-06-30;1920;[1920, 1930[
1920-07-01;1920;[1920, 1930[
1920-07-02;1920;[1920, 1930[
1920-07-03;1920;[1920, 1930[
1920-07-04;1920;[1920, 1930[
1920-07-05;1920;[1920, 1930[
1920-07-06;1920;[1920, 1930[
1920-07-07;1920;[1920, 1930[
1920-07-08;1920;[1920, 1930[
1920-07-09;1920;[1920, 1930[
1920-07-10;1920;[1920, 1930[
1920-07-11;1920;[1920, 1930[
1920-07-12;1920;[1920, 1930[
1920-07-13;1920;[1920, 1930[
1920-07-14;1920;[1920, 1930[
1920-07-15;1920;[1920, 1930[
1920-07-17;1920;[1920, 1930[
1920-07-18;1920;[1920, 1930[
1920-07-19;1920;[1920, 1930[
1920-07-20;1920;[1920, 1930[
1920-07-22;1920;[1920, 1930[
1920-07-23;1920;[1920, 1930[
